case_id,input,issue_category,system,meter_type,meter_model,error_code,support_level,missing_information,resolution,resolution_source
27728,"Title: EPower: Consumption Steps Details report issue
Tags: CI; Epower; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27727,"Title: Light power - Reject 02
System Info: reject 02
Tags: CI; Hardware; Lightpower; PWM",Hardware,Unknown,Unknown,Unknown,02,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
27726,"Title: New Giza - Changing Billing Tariff
Tags: CI; New giza; Smart; Software",Software,Billing,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27725,"Title: New Giza - Changing Vending Tariff
Tags: CI; New giza; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27724,"Title: New Heliopolis - Delete Settlement
Tags: aqua; CI; NewHeliopolis; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27723,"Title: ElAbd - IC 0203 on water meter
System Info: IC-0203
Tags: CI; ElAbd; Hardware; PWM",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27722,"Title: The view - Issue control cards
Tags: aqua; CI; Software; The view",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27721,"Title: Ecklat - Deleting a charge from Database
Tags: CI; Ecklat; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27720,"Title: Eltelwany - Update tariff
Tags: CI; Eltelwany; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27719,"Title: The view - Steps to reset meter and open account
Tags: aqua; CI; Software; The view",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27718,"Title: 10th of Ramadan - Utility Electrical meter maintenance
Tags: CDC; CI; Hardware; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
27717,"Title: Private Sector: Meters Maintenance Follow-up
Tags: Hardware; PEM; PI; Private; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27716,"Title: New Demyat: Utility Water meter maintenance visit
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27715,"Title: Sharkia: Utility water meter maintenance
Tags: CI; Hardware; HCWW; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27714,"Title: Arbiano - Current month consumption missing
Tags: Arbiano; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27713,"Title: Alex - Open access to update tariff
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27712,"Title: Travco: Spark meter error
System Info: error: ICErr-00
Tags: CI; Hardware; PEM; Travco",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27711,"Title: Travco: Issue with charge
System Info: Error Message: Last charge record did not make card, please make card for last charge record firstly
Tags: CI; Software; Travco; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27710,"Title: Azurra: Several Enquiries
Tags: Azzura; CI; SMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27709,"Title: ElAbd - Open account for customer
Tags: CI; ElAbd; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27708,"Title: ElAbd - Steps to replace meter on software for the customer
Tags: CI; ElAbd; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27707,"Title: ElAbd - Error 0052 on mt514 IC
Tags: ElAbd; Hardware; PEM; PI",Hardware,Unknown,Unknown,MT514,0052,Unknown,System or software involved | Meter type: Electric or Water,Not available from verified source data.,none
27706,"Title: ElAbd - Reset meter
Tags: CI; ElAbd; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27705,"Title: ElAbd - Create control cards for IC meters
Tags: CI; ElAbd; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27704,"Title: Light power - Inquiry about customer consumption
Tags: Inquiry; Lightpower; PWM",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27703,"Title: Fouka Bay- Water Meter Leakage
Tags: Fouka; Hardware; PI; SWM",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27702,"Title: Light power - Error 81 on water meter
Tags: CI; Hardware; Lightpower; PWM",Hardware,Unknown,Water,Unknown,81,Unknown,System or software involved | Exact meter model,Not available from verified source data.,none
27701,"Title: Mena Oasis - IC 0004 with clear tamper card
Tags: CI; Mena Oasis; Software; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27700,"Title: Tiba: Valve Issue
System Info: Error E-106/E-107
Tags: Hardware; PI; PWM; Tiba",Hardware,Unknown,Unknown,Unknown,106|107,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
27699,"Title: Travco: Issue with mend charge
System Info: Error Message: It's show the card did not insert into meter, please insert meter at first
Tags: CI; Software; Travco; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27698,"Title: Travco: Issue with creating user
System Info: Error Message: List index out of bounds (0)
Tags: CI; Software; Travco; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27697,"Title: Travco - Issue in screen of mt514 meter
Tags: CI; Hardware; PEM; Travco",Hardware,Unknown,Unknown,MT514,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact error code or error message,Not available from verified source data.,none
27696,"Title: Light power - Inquiry about a 3 phase meter with over consumption
Tags: CI; Hardware; Lightpower; PEM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27695,"Title: Fouka Bay- Follow up meters in maintenance
Tags: Fouka; Hardware; PI; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27694,"Title: Arbiano - Browser blocking service
Tags: Arbiano; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27693,"Title: Capital Galleria - Browser blocking service
Tags: Capital Galleria; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27692,"Title: Fouka Bay- Edit Reversed meters from billing
Tags: CI; Fouka; Smart; Software",Software,Billing,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27691,"Title: Emdad - Error 81 on water meter with customer card
Tags: CI; Emdad; Hardware; PWM",Hardware,Unknown,Water,Unknown,81,Unknown,System or software involved | Exact meter model,Not available from verified source data.,none
27690,"Title: Fouka Bay- Check if meter is connected right
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27689,"Title: Fouka Bay- Edit Reversed Meter from symbiot
Tags: CI; Fouka; Smart; Sodic VYE",Software,Symbiot,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27688,"Title: Remco - Stella ElSokhna - Change tariff
Tags: CI; Software; Stella ElSokhna; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27687,"Title: ElAbd - Control card issue
Tags: CI; ElAbd; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27686,"Title: Emaar - Marassi - Change meter status
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27685,"Title: Fouka Bay- Troubleshoot reversed meters
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27684,"Title: Emaar - Marassi - Change meter status
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27683,"Title: New Giza - Inquiry about the solar meter
Tags: CI; Inquiry; Newgiza",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27682,"Title: Elsewedy E&C- Inquiry about MT800 CT
Tags: CI; Elsewedy E&C; Hardware; SEM",Software|Hardware,Unknown,Unknown,MT800,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact error code or error message,Not available from verified source data.,none
27681,"Title: Elsewedy E&C- Inquiry about MT174 Meters
Tags: Elsewedy E&C; Hardware; PEM; PI",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27680,"Title: EPower: Solar Invoice Issue
Tags: CI; Epower; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27679,"Title: Elsewedy E&C- Inquiry about cards' types
Tags: Elsewedy E&C; Hardware; PEM; PI",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27677,"Title: EPower: Tariff issue
Tags: aqua; CI; Epower; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27676,"Title: Family House - System down
Tags: aqua; Family House; PI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27675,"Title: Sadat: Utility Water Meters Maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27674,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PI; Private; PWM; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27673,"Title: Tiba: Negative Consumption error enquiry
Tags: CI; Hardware; PWM; Tiba",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27672,"Title: Fouka Bay- Check all linked meters to every unit
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27671,"Title: Fouka Bay - Check Reversed Water Meters from billing
Tags: CI; Fouka; Smart; Software",Software,Billing,Water,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
27670,"Title: Sun Capital - Connect order duplicated
Tags: CI; Smart; Software; Suncapital",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27669,"Title: New Giza - RS Meters failed to communicate
Tags: CI; Hardware; Newgiza; SEM; SLA",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27668,"Title: 10th of Ramadan - Utility electrical meter maintenance
Tags: CDC; CI; Hardware; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
27667,"Title: Arbiano - Upgrade Vending software
Tags: Arbiano; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27666,"Title: Capital Galleria - Upgrade Vending Software
Tags: Capital Galleria; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27664,"Title: Red Carpet- Change applet on card to technician applet
Tags: Hardware; PI; PWM; red carpet",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27663,"Title: Red Carpet- IC-0101
Tags: CI; Hardware; PWM; red carpet",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27662,"Title: Korra - Deleting a Charge from Database
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27661,"Title: Fouka Bay- Check all linked meters to every unit
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27660,"Title: Fouka Bay - Check Reversed Water Meters from billing
Tags: CI; Fouka; Smart; Software",Software,Billing,Water,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
27659,"Title: Travco: Delete User
Tags: CI; Software; Travco; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27658,"Title: Elsewedy E&C-Problem in page display in EM
Tags: Elsewedy E&C; Hardware; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27657,"Title: Emdad- Problem with meter's gear
Tags: Emdad; Hardware; PI; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27656,"Title: Fouka Bay- Check Reversed Meters
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27655,"Title: Korra - Error A3
Tags: Hardware; Korra; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27654,"Title: Travco: Issue with mend charge
Tags: CI; Travco; Visa",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27653,"Title: Emaar - Marassi - Changing Meter State
Tags: CI; Emaar; Marassi; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27652,"Title: El Abd: Charge Issue
Tags: CI; ElAbd; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27651,"Title: Fouka Bay - Troubleshoot reversed meters
Tags: CI; Fouka; Hardware; SEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27650,"Title: EPower: Error-0004
Tags: aqua; CI; Epower; Software",Software,Aqua,Unknown,Unknown,0004,Unknown,Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
27649,"Title: New Obour - Utility Water Meter Maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27648,"Title: Obour - Utility Water Meter Maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27647,"Title: Badr - Utility Water Meter Maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27646,"Title: 10th of Ramadan - Utility Water Meter Maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27645,"Title: UEDC - Error 500
Tags: CI; Hardware; PEM; UEDC",Hardware,Unknown,Unknown,Unknown,500,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
27644,"Title: Elsewedy E&C - Battery Inquiry
Tags: Elsewedy E&C; Hardware; PEM; PI",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27643,"Title: Sun Capital - Troubleshooting Electrical Meters
Tags: CI; Hardware; SEM; Suncapital; W",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
27642,"Title: Cornado- Meter Consumption Problem
Tags: Cornado; Hardware; PI; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27641,"Title: Private Sector Meters Maintenance Follow up
Tags: Hardware; PI; Private; SEM; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27640,"Title: 10th of Ramadan: Utility Meters Maintenance
Tags: CDC; CI; Hardware; SEM; SLA; Utility",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27639,"Title: New Giza - RS Meters failed to communicate
Tags: CI; Hardware; New giza; SEM; SLA",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27638,"Title: Private Sector Water Meters New Configuration
Tags: Hardware; PI; Private; SWM; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27637,"Title: Soma bay: Resseting Meter
Tags: CI; Smart; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27636,"Title: Travco: Invoices Issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27635,"Title: Travco: Invoices Issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27634,"Title: Travco: Invoices Issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27633,"Title: Travco: Invoices Issue
Tags: CI; Smart; Software; Travco
History: **30000127** was reset in **08/2024** and again in **08/2025**. the invoices for both months show negative consumption. The meter readings have been correct since **09/2025**. **30000204** was reset in **08/2024** and again in **08/2025**. There are gaps in the readings from **08/2025** to **07/2026**. **30001429** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**. **30001677** Was reset in 08/2024 and again in 08/2025. There are no readings for 12/2025. The readings have been correct since 09/2025. **30000186** was reset in **08/2024** and again in **08/2025**. The readings have been correct since **09/2025**. **30001106** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**. **30001133** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**. **30001131** was reset in **08/2024** and again in **08/2025**. There are no meter readings from **08/2025** to **07/2026**. **30002355** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**. **30001107** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,**30000127** was reset in **08/2024** and again in **08/2025**. the invoices for both months show negative consumption. The meter readings have been correct since **09/2025**. **30000204** was reset in **08/2024** and again in **08/2025**. There are gaps in the readings from **08/2025** to **07/2026**. **30001429** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**. **30001677** Was reset in 08/2024 and again in 08/2025. There are no readings for 12/2025. The readings have been correct since 09/2025. **30000186** was reset in **08/2024** and again in **08/2025**. The readings have been correct since **09/2025**. **30001106** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**. **30001133** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**. **30001131** was reset in **08/2024** and again in **08/2025**. There are no meter readings from **08/2025** to **07/2026**. **30002355** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**. **30001107** was reset in **08/2024** and again in **08/2025**. There are no meter readings for **12/2025**. The readings have been correct since **09/2025**,history
27632,"Title: Travco: Invoices issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27631,"Title: Travco: Invoices Issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27630,"Title: Travco: Invoices Issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27629,"Title: Prime: Read Data Error
Tags: CI; Prime; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27628,"Title: Coronado - Steps for mend card in sts
Tags: CI; Cornado; Software; STS
History: Mend token then go to meter serial number from the drop down list on the top left , write meter no and press search then if there is a charge in the table at the bottom , choose it then mend token. Otherwise , mend token directly",Software|Communication,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,"Mend token then go to meter serial number from the drop down list on the top left , write meter no and press search then if there is a charge in the table at the bottom , choose it then mend token. Otherwise , mend token directly",history
27627,"Title: Elsewedy E&C - Inquiry about digital meter maintenance
Tags: CI; Elsewedy E&C; Hardware",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27626,"Title: ElAbd - E-106 and E-107 with valve opened closed
Tags: CI; ElAbd; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,106|107,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
27625,"Title: Alex - Reset password and change permissions
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27624,"Title: MEEDCO - Inquiry about meters in maintenance
Tags: CI; Hardware; MEEDCO; PEM
History: Waiting for stamping",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Waiting for stamping,history
27623,"Title: Travco: Manual Readings uploaded
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27622,"Title: Travco: MPMS3000 & SONDA Training
Tags: CI; Hardware; O/S; SEM; Travco",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27619,"Title: New Giza - Changing Meter Name
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27618,"Title: Alex - Deactivate account
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27616,"Title: Korra - Can not read card in charging tab
Tags: aqua; Korra; PI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27615,"Title: Stella Heights - Delete charges
Tags: CI; PVMS; Software; Stella Heights",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27614,"Title: Stella Heights - Delete charges
Tags: CI; PVMS; Software; Stella Heights",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
27613,"Title: Stella Heights - Delete charges
Tags: CI; PVMS; Software; Stella Heights",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
